what is the elevation of the highest point in the united states,SELECT max ( highlow.highest_elevation ) FROM highlow ;
what is the size of the largest state in the united states,SELECT max ( state.area ) FROM state ;
what state has highest elevation,SELECT highlow.state_name FROM highlow WHERE highlow.highest_elevation = ( SELECT max ( highlow.highest_elevation ) FROM highlow ) ;
what is the capital of the state that borders the state that borders STATE@0,SELECT state.capital FROM state WHERE state.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ) ;
how long is the RIVER@0 river in miles,SELECT river.length FROM river WHERE river.river_name = RIVER@0 ;
which rivers run through states bordering STATE@0,SELECT river.river_name FROM river WHERE river.traverse IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ;
how many states does the RIVER@0 river flow through,SELECT count ( river.traverse ) FROM river WHERE river.river_name = RIVER@0 ;
what are the populations of all the major cities in STATE@0,SELECT city.population FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
which state has the smallest area that borders STATE@0 ?,SELECT state.state_name FROM state WHERE state.area = ( SELECT min ( state.area ) FROM state WHERE state.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ) AND state.state_name IN ( ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ) ;
what is the elevation of POINT@0,SELECT highlow.lowest_elevation FROM highlow WHERE highlow.lowest_point = POINT@0 ;
what is the state with the lowest population,SELECT state.state_name FROM state WHERE state.population = ( SELECT min ( state.population ) FROM state ) ;
how many people live in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
what is the river that cross over STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the height of the highest mountain in STATE@0,SELECT max ( distinct highlow.highest_elevation ) FROM highlow WHERE highlow.state_name = STATE@0 ;
what is the smallest state bordering STATE@0,SELECT state.state_name FROM state WHERE state.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) AND state.area = ( SELECT min ( state.area ) FROM state WHERE state.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ) ;
what is the biggest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
how long is the RIVER@0,SELECT river.length FROM river WHERE river.river_name = RIVER@0 ;
what is the highest point in the united states,SELECT highlow.highest_point FROM highlow WHERE highlow.highest_elevation = ( SELECT max ( highlow.highest_elevation ) FROM highlow ) ;
how many rivers run through the states bordering STATE@0,SELECT count ( river.river_name ) FROM river WHERE river.traverse IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ;
what is the smallest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT min ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
what is the size of the capital of STATE@0,SELECT city.population FROM city WHERE city.city_name = ( SELECT state.capital FROM state WHERE state.state_name = STATE@0 ) ;
what are the major cities of the united states,SELECT city.city_name FROM city WHERE city.population > 150000 ;
what river flows through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the most populated capital in the united states,"SELECT city.city_name FROM city WHERE city.population = ( SELECT max ( city.population ) FROM city , state WHERE city.city_name = state.capital ) ;"
what are the lakes in states bordering STATE@0,SELECT lake.lake_name FROM lake WHERE lake.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ;
of the states washed by the RIVER@0 river which has the lowest point,"SELECT highlow.state_name FROM highlow WHERE highlow.lowest_elevation = ( SELECT min ( highlow.lowest_elevation ) FROM highlow , river WHERE ( river.river_name = RIVER@0 ) AND ( river.traverse = highlow.state_name ) ) ;"
what rivers run through the state with the lowest point in the united states ?,SELECT river.river_name FROM river WHERE river.traverse IN ( SELECT highlow.state_name FROM highlow WHERE highlow.lowest_elevation = ( SELECT min ( highlow.lowest_elevation ) FROM highlow ) ) ;
which rivers flow through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the lowest point in STATE@0,SELECT highlow.lowest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
what is the largest city in states that border STATE@0,SELECT city.city_name FROM city WHERE city.state_name IN ( SELECT border_info.state_name FROM border_info WHERE border_info.border = STATE@0 ) AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name IN ( SELECT border_info.state_name FROM border_info WHERE border_info.border = STATE@0 ) ) ;
what is the longest river in the united states,SELECT river.river_name FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ;
what is the average population of the united states by state,SELECT avg ( state.population ) FROM state ;
what is the capital of STATE@0,SELECT state.capital FROM state WHERE state.state_name = STATE@0 ;
what is the longest river in the state with the highest point,"SELECT river.river_name FROM river , highlow WHERE river.traverse = highlow.state_name AND highlow.highest_elevation = ( SELECT max ( highlow.highest_elevation ) FROM highlow ) ORDER BY river.length DESC LIMIT 1 ;"
what mountains are in STATE@0,SELECT mountain.mountain_name FROM mountain WHERE mountain.state_name = STATE@0 ;
how long is RIVER@0,SELECT river.length FROM river WHERE river.river_name = RIVER@0 ;
which state contains most rivers ?,"SELECT river.traverse FROM river , state WHERE river.traverse = state.state_name GROUP BY state.state_name ORDER BY count ( river.river_name ) DESC LIMIT 1 ;"
what is the highest point in STATE@0,SELECT highlow.highest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
state the state with the largest area,SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ;
how many cities named CITY@0 are there in the united states,SELECT count ( city.city_name ) FROM city WHERE city.city_name = CITY@0 ;
what are the major lakes in united states,SELECT lake.lake_name FROM lake ;
which state is the city CITY@0 located in,SELECT city.state_name FROM city WHERE city.city_name = CITY@0 ;
how many people live in CITY@0,SELECT city.population FROM city WHERE city.city_name = CITY@0 ;
how many states in the united states does the shortest river run through,SELECT count ( distinct river.traverse ) FROM river WHERE river.length = ( SELECT min ( distinct river.length ) FROM river ) ;
what states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what is the population density in the state with capital CITY@0,SELECT state.density FROM state WHERE state.capital = CITY@0 ;
what is the total population of the states that border STATE@0,"SELECT sum ( state.population ) FROM state , border_info WHERE state.state_name = border_info.border AND border_info.state_name = STATE@0 ;"
where is mount MOUNTAIN@0,SELECT mountain.state_name FROM mountain WHERE mountain.mountain_name = MOUNTAIN@0 ;
what is the length of the RIVER@0 river in STATE@0,SELECT river.length FROM river WHERE river.river_name = RIVER@0 AND river.traverse = STATE@0 ;
how many states does the RIVER@0 river run through,SELECT count ( river.traverse ) FROM river WHERE river.river_name = RIVER@0 ;
what is the longest river in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT max ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
which states does the RIVER@0 river pass through,SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ;
what capital is the largest in the united states,"SELECT city.city_name FROM city WHERE city.population = ( SELECT max ( city.population ) FROM city , state WHERE city.city_name = state.capital ) ;"
what cities in STATE@0 have the highest number of citizens,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
how many people stay in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
what are the biggest rivers in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT max ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
which states border no other states ?,SELECT state.state_name FROM state WHERE state.state_name NOT IN ( SELECT border_info.state_name FROM border_info ) ;
which states have a major city named CITY@0 ?,SELECT city.state_name FROM city WHERE city.city_name = CITY@0 AND city.population > 150000 ;
which state has the RIVER@0 river,SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ;
what is the population of STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
what states have rivers running through them ?,SELECT river.traverse FROM river ;
what is the largest state in the united states,SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ;
how many major cities are there in STATE@0,SELECT count ( city.city_name ) FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
what is the highest point of the state with the largest area,"SELECT highlow.highest_point FROM highlow , state WHERE highlow.state_name = state.state_name AND state.state_name IN ( SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ) ;"
how many major cities are in STATE@0,SELECT count ( city.city_name ) FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
what is the longest river in united states,SELECT river.river_name FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ;
what is the highest point in STATE@0,SELECT highlow.highest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
name the longest river in united states,SELECT river.river_name FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ;
what is the shortest river in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT min ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
what is the area of STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
what is the lowest point in the state of STATE@0,SELECT highlow.lowest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
what states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what is the most populous state in the united states,SELECT state.state_name FROM state WHERE state.population = ( SELECT max ( state.population ) FROM state ) ;
what states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what rivers run through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what are the populations of the states through which the RIVER@0 river run,SELECT state.population FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ) ;
what rivers do not run through STATE@0,SELECT river.river_name FROM river WHERE river.river_name NOT IN ( SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ) ;
what is the most populous city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
could you tell me what is the highest point in the state of STATE@0,SELECT highlow.highest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
what is the longest river in the united states,SELECT river.river_name FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ;
which states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
which is the shortest river,SELECT river.river_name FROM river WHERE river.length = ( SELECT min ( river.length ) FROM river ) ;
what states border the states with the most cities ?,"SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT tmp1.state_name FROM ( SELECT city.state_name , count ( 1 ) AS cnt1 FROM city GROUP BY city.state_name ) tmp1 WHERE cnt1 = ( SELECT max ( cnt ) FROM ( SELECT count ( 1 ) AS cnt FROM city GROUP BY city.state_name ) tmp ) )"
what state has the capital CITY@0,SELECT state.state_name FROM state WHERE state.capital = CITY@0 ;
what rivers run through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what state has the highest population,SELECT state.state_name FROM state WHERE state.population = ( SELECT max ( state.population ) FROM state ) ;
what is the highest point in STATE@0,SELECT highlow.highest_point FROM highlow WHERE highlow.state_name = STATE@0 ;
what river runs through the most states,SELECT river.river_name FROM river GROUP BY ( river.river_name ) ORDER BY count ( distinct river.traverse ) DESC LIMIT 1 ;
what is the longest river in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT max ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
how many states border STATE@0 and border STATE@1,SELECT count ( border_info.border ) FROM border_info WHERE border_info.state_name = STATE@0 AND border_info.border IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@1 ) ;
name the rivers in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the largest state,SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ;
what state has the most major rivers running through it ?,SELECT river.traverse FROM river WHERE river.length > 750 GROUP BY river.traverse ORDER BY count ( 1 ) DESC LIMIT 1 ;
what is the capital of STATE@0,SELECT state.capital FROM state WHERE state.state_name = STATE@0 ;
what state is CITY@0 in,SELECT city.state_name FROM city WHERE city.city_name = CITY@0 ;
how big is STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
what states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
which river runs through the most states ?,SELECT river.river_name FROM river GROUP BY ( river.river_name ) ORDER BY count ( distinct river.traverse ) DESC LIMIT 1 ;
which state has the least population density,SELECT state.state_name FROM state WHERE state.density = ( SELECT min ( state.density ) FROM state ) ;
what river flows through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
how many people live in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
which states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
how long is the shortest river in the united states,SELECT river.length FROM river WHERE river.length = ( SELECT min ( river.length ) FROM river ) ;
what are the capitals of states that border STATE@0,"SELECT state.capital FROM state , border_info WHERE border_info.border = state.state_name AND border_info.state_name = STATE@0 ;"
what are the neighboring states for STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what rivers are in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
how big is STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
how many states does STATE@0 border,SELECT count ( border_info.border ) FROM border_info WHERE border_info.state_name = STATE@0 ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
what is the biggest state in the united states,SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ;
how many citizens live in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
how many cities does the united states have,SELECT count ( city.city_name ) FROM city ;
what is the highest point in the state with the most rivers,"SELECT highlow.highest_point FROM highlow WHERE ( highlow.state_name = ( SELECT river.traverse FROM river , state WHERE river.traverse = state.state_name GROUP BY state.state_name ORDER BY count ( river.river_name ) DESC LIMIT 1 ) ) ;"
what is the smallest city of the smallest state in the united states,SELECT city.city_name FROM city WHERE city.population = ( SELECT min ( city.population ) FROM city WHERE city.state_name IN ( SELECT state.state_name FROM state WHERE state.area = ( SELECT min ( state.area ) FROM state ) ) ) AND city.state_name IN ( SELECT state.state_name FROM state WHERE state.area = ( SELECT min ( state.area ) FROM state ) ) ;
what is the population of STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
what is the biggest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
what is the biggest state in continental united states,SELECT state.state_name FROM state WHERE state.area = ( SELECT max ( state.area ) FROM state ) ;
what are the high points of states surrounding STATE@0,SELECT highlow.highest_point FROM highlow WHERE highlow.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ;
what state has the sparsest population density,SELECT state.state_name FROM state WHERE state.density = ( SELECT min ( state.density ) FROM state ) ;
what is the size of STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
what is the shortest river,SELECT river.river_name FROM river WHERE river.length = ( SELECT min ( river.length ) FROM river ) ;
can you tell me the capital of STATE@0,SELECT state.capital FROM state WHERE state.state_name = STATE@0 ;
in which state is CITY@0,SELECT city.state_name FROM city WHERE city.city_name = CITY@0 ;
what rivers run through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the state that contains the highest point,SELECT highlow.state_name FROM highlow WHERE highlow.highest_elevation = ( SELECT max ( highlow.highest_elevation ) FROM highlow ) ;
what is the biggest city in united states,SELECT city.city_name FROM city WHERE city.population = ( SELECT max ( city.population ) FROM city ) ;
how many rivers in STATE@0 are longer than the RIVER@0,SELECT count ( river.river_name ) FROM river WHERE river.traverse = STATE@0 AND river.length > all ( SELECT river.length FROM river WHERE river.river_name = RIVER@0 ) ;
how long is the RIVER@0  river,SELECT river.length FROM river WHERE river.river_name = RIVER@0 ;
what is the adjacent state of STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what states border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ;
what is the longest river that flows through STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT max ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
how many states does STATE@0 border,SELECT count ( border_info.border ) FROM border_info WHERE border_info.state_name = STATE@0 ;
which states does the RIVER@0 river run through,SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ;
what is the area of STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
how many people live in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
which states border the longest river in the united states,SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT river.traverse FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ) ;
what state has the most cities ?,SELECT city.state_name FROM city GROUP BY city.state_name ORDER BY count ( 1 ) DESC LIMIT 1 ;
what river traverses the most states ?,SELECT river.river_name FROM river GROUP BY ( river.river_name ) ORDER BY count ( distinct river.traverse ) DESC LIMIT 1 ;
what is the smallest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT min ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
what is the largest state traversed by the RIVER@0 river,SELECT state.state_name FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ) AND state.area = ( SELECT max ( state.area ) FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ) ) ;
what state borders most other states ?,"SELECT border_info.border FROM border_info GROUP BY border_info.border having count ( 1 ) = ( SELECT max ( cnt1 ) FROM ( SELECT border_info.border , count ( 1 ) AS cnt1 FROM border_info GROUP BY border_info.border ) tmp ) ;"
how many big cities are in STATE@0,SELECT count ( city.city_name ) FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
what is the shortest river in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 AND river.length = ( SELECT min ( river.length ) FROM river WHERE river.traverse = STATE@0 ) ;
what are the rivers of STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the population of STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
how many major cities are in states bordering STATE@0,SELECT count ( city.city_name ) FROM city WHERE city.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) AND city.population > 150000 ;
what state contains the highest point in the united states,SELECT highlow.state_name FROM highlow WHERE highlow.highest_elevation = ( SELECT max ( highlow.highest_elevation ) FROM highlow ) ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
how many cities are there in united states,SELECT count ( city.city_name ) FROM city WHERE city.population > 150000 ;
what is the largest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
what are the populations of the states through which the RIVER@0 run,SELECT state.population FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ) ;
number of citizens in CITY@0,SELECT city.population FROM city WHERE city.city_name = CITY@0 ;
what is the population of CITY@0 STATE@0,SELECT city.population FROM city WHERE city.city_name = CITY@0 AND city.state_name = STATE@0 ;
how many states does the RIVER@0 run through,SELECT count ( river.traverse ) FROM river WHERE river.river_name = RIVER@0 ;
how many citizens in CITY@0,SELECT city.population FROM city WHERE city.city_name = CITY@0 ;
what is the biggest city in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population = ( SELECT max ( city.population ) FROM city WHERE city.state_name = STATE@0 ) ;
name all the rivers in STATE@0,SELECT river.river_name FROM river WHERE river.traverse = STATE@0 ;
what is the area of STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
what is the smallest state through which the longest river runs,SELECT state.state_name FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ) AND state.area = ( SELECT min ( state.area ) FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ) ) ;
what states border states that border states that border STATE@0,SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT border_info.border FROM border_info WHERE border_info.state_name = STATE@0 ) ) ;
how many citizens in STATE@0,SELECT state.population FROM state WHERE state.state_name = STATE@0 ;
which is the lowest point of the states that the RIVER@0 runs through,"SELECT highlow.lowest_elevation FROM highlow , river WHERE river.river_name = RIVER@0 AND river.traverse = highlow.state_name ;"
how many rivers are in STATE@0,SELECT count ( river.river_name ) FROM river WHERE river.traverse = STATE@0 ;
how many states have major rivers,SELECT count ( river.traverse ) FROM river WHERE river.length > 750 ;
what are the populations of the states through which the RIVER@0 river runs,SELECT state.population FROM state WHERE state.state_name IN ( SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ) ;
what is the area of STATE@0,SELECT state.area FROM state WHERE state.state_name = STATE@0 ;
what is the total area of the united states,SELECT sum ( state.area ) FROM state ;
through which states does the RIVER@0 flow,SELECT river.traverse FROM river WHERE river.river_name = RIVER@0 ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
how many states border on the state whose capital is CITY@0,SELECT count ( border_info.border ) FROM border_info WHERE border_info.state_name = ( SELECT state.state_name FROM state WHERE state.capital = CITY@0 ) ;
what is the largest state capital in population,"SELECT city.city_name FROM city WHERE city.population = ( SELECT max ( city.population ) FROM city , state WHERE city.city_name = state.capital ) ;"
which state has the longest river,SELECT river.traverse FROM river WHERE river.length = ( SELECT max ( river.length ) FROM river ) ;
how many major cities are in STATE@0,SELECT count ( city.city_name ) FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
show major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
how many states does the RIVER@0 river run through,SELECT count ( river.traverse ) FROM river WHERE river.river_name = RIVER@0 ;
how many states border STATE@0,SELECT count ( border_info.border ) FROM border_info WHERE border_info.state_name = STATE@0 ;
what are the major cities in STATE@0,SELECT city.city_name FROM city WHERE city.state_name = STATE@0 AND city.population > 150000 ;
what state borders the state with the smallest population,SELECT border_info.border FROM border_info WHERE border_info.state_name IN ( SELECT state.state_name FROM state WHERE state.population = ( SELECT min ( state.population ) FROM state ) ) ;
